ExpenseID,Date,Department,Category,Amount,Description
EXP102628,25/05/2025,Operations,Office Supplies,7807.8,General office supplies
EXP102629,25/05/2025,Sales,Travel,19505.85,Domestic travel cost
EXP102630,25/05/2025,Admin,Travel,25923.45,International travel expense
EXP102631,25/05/2025,Marketing,Office Supplies,8446.9,Stationery purchase
EXP102632,26/05/2025,Admin,Travel,17315.55,Business trip expense
EXP102633,26/05/2025,Admin,Salaries,117388.6,Overtime payment
EXP102634,26/05/2025,Operations,Consulting,52014.55,Consultancy fee
EXP102635,26/05/2025,IT,Salaries,100716,Monthly salary payment
EXP102636,26/05/2025,Marketing,Salaries,93665.6,Monthly salary payment
EXP102637,26/05/2025,Marketing,Salaries,112535.15,Overtime payment
EXP102638,26/05/2025,Operations,Salaries,96107.55,Monthly salary payment
EXP102639,26/05/2025,IT,Software,26610.5,Renewal of software license
EXP102640,26/05/2025,Marketing,Travel,17217.9,International travel expense
EXP102641,26/05/2025,Finance,Travel,18434.5,Domestic travel cost
EXP102642,26/05/2025,Operations,Consulting,48465.55,External consultant fee
EXP102643,26/05/2025,Marketing,Travel,13431.95,Business trip expense
EXP102644,26/05/2025,Finance,Travel,19434.1,International travel expense
EXP102645,26/05/2025,HR,Travel,13990.9,Domestic travel cost
EXP102646,26/05/2025,Sales,Training,27963.95,Online course fee
EXP102647,26/05/2025,HR,Office Supplies,6866.3,Office furniture acquisition
EXP102648,26/05/2025,Operations,Utilities,16102.8,Water bill payment
EXP102649,26/05/2025,Operations,Salaries,73969,Overtime payment
EXP102650,26/05/2025,Operations,Salaries,91469,Bonus disbursement
EXP102651,26/05/2025,Admin,Utilities,14149.45,Electricity bill
EXP102652,26/05/2025,Sales,Travel,19738.25,Client visit travel
EXP102653,26/05/2025,Sales,Training,36083.95,Professional development training
EXP102654,26/05/2025,HR,Consulting,58564.45,Consulting project expense
EXP102655,26/05/2025,Operations,Office Supplies,8037.05,Stationery purchase
EXP102656,27/05/2025,Operations,Office Supplies,6577.55,Stationery purchase
EXP102657,27/05/2025,Marketing,Marketing,27835.85,Marketing campaign expense
EXP102658,27/05/2025,Marketing,Travel,22701.7,Client visit travel
EXP102659,27/05/2025,Marketing,Travel,23428.3,International travel expense
EXP102660,27/05/2025,Finance,Salaries,108452.75,Bonus disbursement
EXP102661,27/05/2025,Operations,Consulting,57260.7,Consulting project expense
EXP102662,27/05/2025,IT,Consulting,34129.55,Advisory service payment
EXP102663,27/05/2025,HR,Consulting,49380.45,External consultant fee
EXP102664,27/05/2025,Sales,Salaries,57065.05,Overtime payment
EXP102665,27/05/2025,IT,Salaries,56910.35,Overtime payment
EXP102666,27/05/2025,Operations,Salaries,143174.85,Monthly salary payment
EXP102667,27/05/2025,Admin,Salaries,106794.45,Overtime payment
EXP102668,27/05/2025,Operations,Consulting,27091.75,External consultant fee
EXP102669,27/05/2025,Admin,Office Supplies,6678.7,Stationery purchase
EXP102670,28/05/2025,IT,Utilities,13566.35,Utility service cost
EXP102671,28/05/2025,Sales,Consulting,53260.55,External consultant fee
EXP102672,28/05/2025,Finance,Office Supplies,7084.7,General office supplies
EXP102673,28/05/2025,Admin,Consulting,50966.3,Consulting project expense
EXP102674,28/05/2025,Finance,Office Supplies,9168.25,Printer ink and paper
EXP102675,28/05/2025,Sales,Office Supplies,6952.4,Printer ink and paper
EXP102676,28/05/2025,Marketing,Salaries,131225.15,Bonus disbursement
EXP102677,28/05/2025,Operations,Office Supplies,6258.35,Printer ink and paper
EXP102678,28/05/2025,Sales,Consulting,45243.45,Consulting project expense
EXP102679,28/05/2025,Sales,Travel,12250,International travel expense
EXP102680,28/05/2025,Sales,Travel,29099.35,Client visit travel
EXP102681,28/05/2025,Operations,Utilities,12899.95,Water bill payment
EXP102682,28/05/2025,IT,Salaries,69862.8,Overtime payment
EXP102683,28/05/2025,Finance,Office Supplies,7493.5,Office furniture acquisition
EXP102684,28/05/2025,HR,Office Supplies,9325.75,Stationery purchase
EXP102685,29/05/2025,Marketing,Marketing,24388.7,Marketing campaign expense
EXP102686,29/05/2025,IT,Software,30129.05,Software license fee
EXP102687,29/05/2025,Operations,Salaries,95993.8,Monthly salary payment
EXP102688,29/05/2025,Finance,Consulting,58124.85,Consultancy fee
EXP102689,29/05/2025,IT,Salaries,139709.15,Bonus disbursement
EXP102690,29/05/2025,Finance,Office Supplies,10414.6,Printer ink and paper
EXP102691,29/05/2025,IT,Training,20760.95,Online course fee
EXP102692,29/05/2025,Marketing,Consulting,43051.05,External consultant fee
EXP102693,29/05/2025,HR,Salaries,137509.75,Monthly salary payment
EXP102694,29/05/2025,HR,Salaries,112182.35,Monthly salary payment
EXP102695,29/05/2025,Operations,Consulting,47703.95,Consultancy fee
EXP102696,29/05/2025,Marketing,Marketing,30538.55,Marketing campaign expense
EXP102697,29/05/2025,Sales,Office Supplies,9066.75,General office supplies
EXP102698,29/05/2025,Operations,Salaries,89659.15,Monthly salary payment
EXP102699,29/05/2025,Finance,Travel,18649.05,Business trip expense
EXP102700,29/05/2025,Operations,Salaries,125433.35,Salary adjustment expense
EXP102701,29/05/2025,HR,Training,33040.35,Employee training session
EXP102702,29/05/2025,Finance,Office Supplies,8614.9,General office supplies
EXP102703,29/05/2025,IT,Training,25715.55,Workshop expense
EXP102704,29/05/2025,Marketing,Consulting,42375.55,Consulting project expense
EXP102705,29/05/2025,IT,Salaries,109747.75,Bonus disbursement
EXP102706,29/05/2025,HR,Salaries,101507,Monthly salary payment
EXP102707,30/05/2025,Marketing,Office Supplies,5266.45,General office supplies
EXP102708,30/05/2025,Finance,Consulting,69678.7,External consultant fee
EXP102709,30/05/2025,Sales,Training,31390.1,Workshop expense
EXP102710,30/05/2025,Marketing,Consulting,57942.15,External consultant fee
EXP102711,30/05/2025,Operations,Travel,21845.6,Domestic travel cost
EXP102712,30/05/2025,IT,Office Supplies,9347.45,General office supplies
EXP102713,30/05/2025,Finance,Travel,22647.1,International travel expense
EXP102714,30/05/2025,Operations,Utilities,13161.75,Electricity bill
EXP102715,30/05/2025,Admin,Utilities,12750.15,Water bill payment
EXP102716,30/05/2025,Sales,Training,21593.6,Online course fee
EXP102717,30/05/2025,Operations,Office Supplies,10877.3,Printer ink and paper
EXP102718,30/05/2025,IT,Consulting,48158.95,Consultancy fee
EXP102719,30/05/2025,Finance,Salaries,148246.7,Overtime payment
EXP102720,31/05/2025,Admin,Consulting,32639.6,Consultancy fee
EXP102721,31/05/2025,Marketing,Training,30318.05,Workshop expense
EXP102722,31/05/2025,Finance,Consulting,57614.2,Consulting project expense
EXP102723,31/05/2025,Marketing,Consulting,73193.75,Consultancy fee
EXP102724,31/05/2025,IT,Utilities,15211.7,Internet service payment
EXP102725,31/05/2025,Admin,Utilities,14922.25,Water bill payment
EXP102726,31/05/2025,Sales,Travel,28757.75,International travel expense
EXP102727,31/05/2025,Operations,Office Supplies,6534.85,Printer ink and paper
EXP102728,31/05/2025,IT,Utilities,10495.1,Water bill payment
EXP102729,31/05/2025,Operations,Consulting,73463.95,Consultancy fee
EXP102730,31/05/2025,IT,Office Supplies,7561.4,Stationery purchase
EXP102731,31/05/2025,Sales,Consulting,36074.15,External consultant fee
EXP102732,31/05/2025,Sales,Travel,20326.6,Business trip expense
EXP102733,31/05/2025,Marketing,Consulting,46493.3,Advisory service payment
EXP102734,31/05/2025,Sales,Travel,23512.3,Business trip expense
EXP102735,31/05/2025,Sales,Salaries,117571.3,Overtime payment
EXP102736,31/05/2025,HR,Office Supplies,4011,Printer ink and paper
EXP102737,01/06/2025,HR,Training,28723.45,Employee training session
EXP102738,01/06/2025,Finance,Travel,34616.4,Domestic travel cost
EXP102739,01/06/2025,HR,Training,19253.5,Employee training session
EXP102740,01/06/2025,Sales,Consulting,58503.55,Consultancy fee
EXP102741,01/06/2025,Finance,Salaries,123561.2,Monthly salary payment
EXP102742,01/06/2025,Operations,Office Supplies,6815.9,Stationery purchase
EXP102743,01/06/2025,Operations,Salaries,124366.2,Bonus disbursement
EXP102744,01/06/2025,IT,Salaries,122972.15,Bonus disbursement
EXP102745,01/06/2025,Finance,Travel,12842.2,Business trip expense
EXP102746,01/06/2025,IT,Software,24470.6,Renewal of software license
EXP102747,01/06/2025,Sales,Salaries,107766.4,Salary adjustment expense
EXP102748,01/06/2025,IT,Utilities,9486.75,Water bill payment
EXP102749,01/06/2025,Admin,Consulting,66748.15,Consultancy fee
EXP102750,01/06/2025,Sales,Office Supplies,4856.25,Printer ink and paper
EXP102751,02/06/2025,IT,Training,19731.25,Professional development training
EXP102752,02/06/2025,Admin,Consulting,59694.6,Consulting project expense
EXP102753,02/06/2025,Admin,Travel,20114.85,International travel expense
EXP102754,02/06/2025,Sales,Travel,22202.6,Business trip expense
EXP102755,02/06/2025,Sales,Travel,9375.45,Domestic travel cost
EXP102756,02/06/2025,Finance,Travel,28493.5,Business trip expense
EXP102757,02/06/2025,HR,Travel,10009.3,International travel expense
EXP102758,02/06/2025,Sales,Office Supplies,6112.75,General office supplies
EXP102759,02/06/2025,Admin,Salaries,117540.15,Overtime payment
EXP102760,02/06/2025,Operations,Office Supplies,5921.3,Printer ink and paper
EXP102761,02/06/2025,Operations,Consulting,60080.3,Advisory service payment
EXP102762,02/06/2025,Operations,Office Supplies,7008.75,Printer ink and paper
EXP102763,02/06/2025,Sales,Consulting,38407.95,Consultancy fee
EXP102764,02/06/2025,Finance,Consulting,25801.65,Consultancy fee
EXP102765,02/06/2025,Admin,Travel,15961.75,Business trip expense
EXP102766,03/06/2025,Operations,Utilities,11334.05,Water bill payment
EXP102767,03/06/2025,Marketing,Office Supplies,5219.9,General office supplies
EXP102768,03/06/2025,Finance,Travel,20034,Business trip expense
EXP102769,03/06/2025,HR,Consulting,62782.3,Advisory service payment
EXP102770,03/06/2025,Admin,Salaries,134498.7,Salary adjustment expense
EXP102771,03/06/2025,IT,Consulting,47336.45,Consultancy fee
EXP102772,03/06/2025,Sales,Consulting,48431.95,Advisory service payment
EXP102773,03/06/2025,IT,Software,34302.8,Renewal of software license
EXP102774,03/06/2025,Finance,Salaries,104216.7,Overtime payment
EXP102775,03/06/2025,Operations,Consulting,52074.4,External consultant fee
EXP102776,03/06/2025,Sales,Travel,14266.35,Client visit travel
EXP102777,03/06/2025,Marketing,Office Supplies,6607.3,General office supplies
EXP102778,03/06/2025,Admin,Utilities,17818.5,Electricity bill
EXP102779,03/06/2025,Operations,Office Supplies,8763.3,Stationery purchase
EXP102780,03/06/2025,Finance,Travel,20099.45,Domestic travel cost
EXP102781,03/06/2025,IT,Utilities,12832.75,Utility service cost
EXP102782,03/06/2025,Admin,Utilities,9376.15,Internet service payment
EXP102783,03/06/2025,Marketing,Training,15571.85,Online course fee
EXP102784,03/06/2025,HR,Consulting,55799.1,Consulting project expense
EXP102785,04/06/2025,Finance,Office Supplies,9431.8,Printer ink and paper
EXP102786,04/06/2025,Operations,Travel,17612,Business trip expense
EXP102787,04/06/2025,Sales,Office Supplies,4610.2,Stationery purchase
EXP102788,04/06/2025,Marketing,Consulting,46069.1,Consultancy fee
EXP102789,04/06/2025,Admin,Travel,16538.2,Domestic travel cost
EXP102790,04/06/2025,Operations,Salaries,106709.4,Salary adjustment expense
EXP102791,04/06/2025,Finance,Salaries,93668.05,Monthly salary payment
EXP102792,04/06/2025,Admin,Travel,18431.35,Domestic travel cost
EXP102793,04/06/2025,Operations,Travel,13969.55,Domestic travel cost
EXP102794,04/06/2025,Admin,Utilities,16603.65,Utility service cost
EXP102795,04/06/2025,Sales,Salaries,100904.3,Monthly salary payment
EXP102796,04/06/2025,HR,Office Supplies,3248,Stationery purchase
EXP102797,04/06/2025,HR,Salaries,108288.6,Salary adjustment expense
EXP102798,04/06/2025,HR,Salaries,122609.55,Overtime payment
EXP102799,04/06/2025,IT,Salaries,114480.45,Monthly salary payment
EXP102800,04/06/2025,Admin,Salaries,96896.45,Salary adjustment expense
EXP102801,04/06/2025,Finance,Consulting,51123.8,Advisory service payment
EXP102802,04/06/2025,Operations,Utilities,21425.6,Water bill payment
EXP102803,04/06/2025,HR,Travel,18350.5,International travel expense
EXP102804,04/06/2025,Operations,Office Supplies,4471.6,Printer ink and paper
EXP102805,04/06/2025,Finance,Travel,25029.9,Client visit travel
EXP102806,04/06/2025,IT,Utilities,15222.2,Internet service payment
EXP102807,04/06/2025,HR,Travel,12794.6,International travel expense
EXP102808,04/06/2025,Admin,Utilities,16594.2,Electricity bill
EXP102809,05/06/2025,Sales,Office Supplies,5948.95,General office supplies
EXP102810,05/06/2025,Finance,Salaries,96210.45,Overtime payment
EXP102811,05/06/2025,Marketing,Travel,23687.65,International travel expense
EXP102812,05/06/2025,Sales,Training,32280.5,Employee training session
EXP102813,05/06/2025,Operations,Utilities,10204.25,Internet service payment
EXP102814,05/06/2025,Admin,Travel,18107.6,Client visit travel
EXP102815,05/06/2025,Finance,Salaries,114564.1,Overtime payment
EXP102816,05/06/2025,Sales,Office Supplies,4320.4,Printer ink and paper
EXP102817,05/06/2025,IT,Consulting,64359.75,Consulting project expense
EXP102818,05/06/2025,HR,Training,18942.7,Professional development training
EXP102819,05/06/2025,Marketing,Office Supplies,6946.8,Stationery purchase
EXP102820,05/06/2025,Finance,Travel,23224.25,International travel expense
EXP102821,05/06/2025,Operations,Utilities,15512.7,Internet service payment
EXP102822,05/06/2025,Marketing,Consulting,55685,External consultant fee
EXP102823,05/06/2025,Sales,Salaries,66079.65,Salary adjustment expense
EXP102824,05/06/2025,IT,Office Supplies,8386.7,Office furniture acquisition
EXP102825,05/06/2025,Sales,Salaries,85891.75,Monthly salary payment
EXP102826,05/06/2025,HR,Training,23249.1,Professional development training
EXP102827,05/06/2025,IT,Consulting,75898.9,Consultancy fee
EXP102828,05/06/2025,Finance,Office Supplies,7775.95,General office supplies
EXP102829,05/06/2025,HR,Salaries,107744.35,Bonus disbursement
EXP102830,05/06/2025,Operations,Travel,20062,International travel expense
EXP102831,05/06/2025,Sales,Consulting,72382.45,Advisory service payment
EXP102832,05/06/2025,Finance,Consulting,75044.2,Advisory service payment
EXP102833,05/06/2025,Admin,Salaries,129686.55,Monthly salary payment
EXP102834,06/06/2025,Marketing,Travel,27963.95,Business trip expense
EXP102835,06/06/2025,Sales,Salaries,76989.15,Monthly salary payment
EXP102836,06/06/2025,IT,Salaries,125403.6,Salary adjustment expense
EXP102837,06/06/2025,Admin,Utilities,7307.65,Utility service cost
EXP102838,06/06/2025,Operations,Utilities,18514.3,Water bill payment
EXP102839,06/06/2025,IT,Salaries,90799.1,Salary adjustment expense
EXP102840,06/06/2025,HR,Training,21440.65,Online course fee
EXP102841,06/06/2025,Finance,Office Supplies,7681.8,Office furniture acquisition
EXP102842,06/06/2025,IT,Utilities,11642.75,Internet service payment
EXP102843,06/06/2025,Admin,Consulting,57190.7,External consultant fee
EXP102844,06/06/2025,IT,Utilities,15007.65,Water bill payment
EXP102845,06/06/2025,Admin,Consulting,37237.55,Consulting project expense
EXP102846,06/06/2025,Finance,Office Supplies,9566.9,Printer ink and paper
EXP102847,06/06/2025,Finance,Office Supplies,7899.85,Printer ink and paper
EXP102848,06/06/2025,Admin,Office Supplies,3584.7,Office furniture acquisition
EXP102849,06/06/2025,Marketing,Office Supplies,9109.45,Office furniture acquisition
EXP102850,06/06/2025,HR,Travel,21584.85,Domestic travel cost
EXP102851,06/06/2025,IT,Utilities,7561.4,Electricity bill
EXP102852,06/06/2025,Marketing,Training,17060.4,Professional development training
EXP102853,07/06/2025,Operations,Office Supplies,6189.05,General office supplies
EXP102854,07/06/2025,Operations,Consulting,41695.15,External consultant fee
EXP102855,07/06/2025,HR,Training,19918.85,Online course fee
EXP102856,07/06/2025,HR,Consulting,49994,Advisory service payment
EXP102857,07/06/2025,Finance,Office Supplies,7694.4,Stationery purchase
EXP102858,07/06/2025,Operations,Salaries,125410.25,Salary adjustment expense
EXP102859,07/06/2025,Marketing,Office Supplies,5291.3,Office furniture acquisition
EXP102860,07/06/2025,Sales,Consulting,29359.05,Consultancy fee
EXP102861,07/06/2025,HR,Travel,25215.4,Business trip expense
EXP102862,07/06/2025,Admin,Utilities,11908.4,Utility service cost
EXP102863,07/06/2025,Admin,Office Supplies,6118,Office furniture acquisition
EXP102864,07/06/2025,Marketing,Consulting,38947.3,Advisory service payment
EXP102865,07/06/2025,Marketing,Salaries,95991.35,Monthly salary payment
EXP102866,07/06/2025,Sales,Training,27586.3,Professional development training
EXP102867,07/06/2025,Admin,Utilities,12314.75,Internet service payment
EXP102868,07/06/2025,HR,Salaries,93991.45,Bonus disbursement
EXP102869,07/06/2025,Operations,Consulting,43154.65,External consultant fee
EXP102870,07/06/2025,Marketing,Consulting,41093.5,Consultancy fee
EXP102871,07/06/2025,HR,Consulting,72289.7,Consulting project expense
EXP102872,07/06/2025,HR,Office Supplies,6527.15,Printer ink and paper
EXP102873,07/06/2025,Marketing,Training,18922.4,Professional development training
EXP102874,07/06/2025,Sales,Salaries,110583.55,Monthly salary payment
EXP102875,07/06/2025,Admin,Utilities,18559.1,Water bill payment
EXP102876,07/06/2025,Operations,Utilities,16625,Electricity bill
EXP102877,07/06/2025,Operations,Salaries,81516.05,Monthly salary payment
EXP102878,07/06/2025,Admin,Salaries,102404.05,Bonus disbursement
EXP102879,08/06/2025,Admin,Travel,12636.75,Client visit travel
EXP102880,08/06/2025,IT,Office Supplies,10965.15,Office furniture acquisition
EXP102881,08/06/2025,HR,Office Supplies,9838.85,General office supplies
EXP102882,08/06/2025,Sales,Travel,20047.3,Domestic travel cost
EXP102883,08/06/2025,Finance,Office Supplies,7458.5,Stationery purchase
EXP102884,08/06/2025,IT,Consulting,56488.95,External consultant fee
EXP102885,08/06/2025,Admin,Travel,26376.35,Client visit travel
EXP102886,08/06/2025,HR,Consulting,57132.25,Consultancy fee
EXP102887,08/06/2025,Marketing,Training,20248.9,Online course fee
EXP102888,08/06/2025,Marketing,Marketing,46197.9,Marketing campaign expense
EXP102889,08/06/2025,Admin,Office Supplies,7826.35,Stationery purchase
EXP102890,08/06/2025,Operations,Salaries,110932.15,Monthly salary payment
EXP102891,08/06/2025,Admin,Office Supplies,7519.05,Office furniture acquisition
EXP102892,08/06/2025,Admin,Office Supplies,9282,Office furniture acquisition
EXP102893,08/06/2025,Marketing,Marketing,33454.75,Social media promotion
EXP102894,09/06/2025,Admin,Salaries,108330.95,Overtime payment
EXP102895,09/06/2025,Admin,Travel,16138.15,Business trip expense
EXP102896,09/06/2025,Marketing,Travel,17827.25,Client visit travel
EXP102897,09/06/2025,Finance,Salaries,92869.35,Monthly salary payment
EXP102898,09/06/2025,Sales,Salaries,105533.75,Overtime payment
EXP102899,09/06/2025,HR,Consulting,84094.5,Consulting project expense
EXP102900,09/06/2025,IT,Utilities,18223.1,Utility service cost
EXP102901,09/06/2025,Operations,Salaries,101113.25,Salary adjustment expense
EXP102902,09/06/2025,Finance,Consulting,40294.45,Consultancy fee
EXP102903,09/06/2025,IT,Utilities,11687.2,Internet service payment
EXP102904,09/06/2025,Sales,Training,28746.9,Online course fee
EXP102905,09/06/2025,IT,Office Supplies,8566.25,General office supplies
EXP102906,09/06/2025,IT,Training,25805.5,Professional development training
EXP102907,09/06/2025,Admin,Consulting,35728.7,Consulting project expense
EXP102908,10/06/2025,Admin,Office Supplies,7843.5,Stationery purchase
EXP102909,10/06/2025,Marketing,Salaries,119945,Salary adjustment expense
EXP102910,10/06/2025,Sales,Office Supplies,7849.1,General office supplies
EXP102911,10/06/2025,Admin,Consulting,69644.05,Consulting project expense
EXP102912,10/06/2025,Sales,Salaries,107827.3,Salary adjustment expense
EXP102913,10/06/2025,HR,Training,18631.9,Employee training session
EXP102914,10/06/2025,Marketing,Salaries,100431.8,Overtime payment
EXP102915,10/06/2025,Marketing,Office Supplies,4393.2,Stationery purchase
EXP102916,10/06/2025,Marketing,Travel,26890.85,Business trip expense
EXP102917,10/06/2025,Sales,Travel,28308.7,Client visit travel
EXP102918,10/06/2025,Finance,Salaries,124641.65,Bonus disbursement
EXP102919,10/06/2025,Sales,Training,27717.2,Workshop expense
EXP102920,10/06/2025,IT,Salaries,106876,Monthly salary payment
EXP102921,10/06/2025,HR,Consulting,80372.6,Advisory service payment
EXP102922,10/06/2025,HR,Training,19981.15,Professional development training
EXP102923,10/06/2025,Sales,Consulting,53389,Consulting project expense
EXP102924,10/06/2025,Admin,Utilities,9376.85,Utility service cost
EXP102925,10/06/2025,Operations,Travel,35295.4,Business trip expense
EXP102926,10/06/2025,Marketing,Travel,27356.35,Client visit travel
EXP102927,10/06/2025,HR,Training,18707.85,Workshop expense
EXP102928,10/06/2025,Admin,Office Supplies,6880.65,Stationery purchase
EXP102929,10/06/2025,HR,Office Supplies,7239.75,Stationery purchase
EXP102930,10/06/2025,Finance,Office Supplies,10267.25,Stationery purchase
EXP102931,10/06/2025,HR,Training,24091.55,Professional development training
EXP102932,10/06/2025,Admin,Salaries,108388.35,Overtime payment
EXP102933,11/06/2025,Marketing,Travel,16916.55,International travel expense
EXP102934,11/06/2025,Finance,Office Supplies,7513.45,General office supplies
EXP102935,11/06/2025,IT,Office Supplies,7737.8,Stationery purchase
EXP102936,11/06/2025,Admin,Utilities,13679.05,Water bill payment
EXP102937,11/06/2025,HR,Training,28497.7,Professional development training
EXP102938,11/06/2025,Sales,Training,22017.45,Employee training session
EXP102939,11/06/2025,Marketing,Training,23472.4,Workshop expense
EXP102940,11/06/2025,IT,Utilities,19623.45,Utility service cost
EXP102941,11/06/2025,IT,Utilities,11760.7,Water bill payment
EXP102942,11/06/2025,IT,Software,32285.75,Cloud subscription cost
EXP102943,11/06/2025,Marketing,Training,29564.5,Employee training session
EXP102944,12/06/2025,HR,Travel,19013.05,Client visit travel
EXP102945,12/06/2025,Operations,Office Supplies,6874.7,Stationery purchase
EXP102946,12/06/2025,IT,Salaries,108384.15,Monthly salary payment
EXP102947,12/06/2025,Marketing,Training,29209.25,Employee training session
EXP102948,12/06/2025,HR,Salaries,117505.5,Salary adjustment expense
EXP102949,12/06/2025,Sales,Salaries,129824.8,Salary adjustment expense
EXP102950,12/06/2025,Finance,Consulting,49726.95,Advisory service payment
EXP102951,12/06/2025,Finance,Office Supplies,5443.9,Stationery purchase
EXP102952,12/06/2025,Sales,Consulting,49746.55,External consultant fee
EXP102953,12/06/2025,HR,Consulting,64164.1,External consultant fee
EXP102954,12/06/2025,Marketing,Office Supplies,7438.55,Printer ink and paper
EXP102955,12/06/2025,Finance,Salaries,99713.25,Monthly salary payment
EXP102956,13/06/2025,Finance,Travel,24923.15,Business trip expense
EXP102957,13/06/2025,IT,Utilities,14044.1,Utility service cost
EXP102958,13/06/2025,Finance,Consulting,66956.4,Consulting project expense
EXP102959,13/06/2025,Operations,Travel,14516.6,International travel expense
EXP102960,13/06/2025,Sales,Salaries,125314.35,Bonus disbursement
EXP102961,13/06/2025,Marketing,Training,29290.45,Online course fee
EXP102962,13/06/2025,Sales,Consulting,67195.1,External consultant fee
EXP102963,13/06/2025,HR,Travel,20898.15,Business trip expense
EXP102964,13/06/2025,Finance,Travel,16321.2,International travel expense
EXP102965,13/06/2025,IT,Office Supplies,6715.1,Printer ink and paper
EXP102966,13/06/2025,HR,Consulting,72442.3,Advisory service payment
EXP102967,13/06/2025,Operations,Consulting,54057.85,Consultancy fee
EXP102968,13/06/2025,Operations,Salaries,128454.9,Bonus disbursement
EXP102969,13/06/2025,HR,Consulting,37600.85,External consultant fee
EXP102970,13/06/2025,Marketing,Marketing,33395.6,Social media promotion
EXP102971,13/06/2025,HR,Salaries,92759.1,Salary adjustment expense
EXP102972,13/06/2025,Sales,Travel,27244,Business trip expense
EXP102973,13/06/2025,HR,Training,33618.9,Employee training session
EXP102974,13/06/2025,IT,Software,35781.9,IT software purchase
EXP102975,13/06/2025,Marketing,Consulting,52655.4,Consultancy fee
EXP102976,13/06/2025,Sales,Salaries,103517.4,Salary adjustment expense
EXP102977,13/06/2025,Admin,Salaries,100611,Overtime payment
EXP102978,13/06/2025,Admin,Utilities,12458.95,Utility service cost
EXP102979,13/06/2025,IT,Utilities,9408.35,Water bill payment
EXP102980,13/06/2025,Finance,Office Supplies,9616.95,Printer ink and paper
EXP102981,13/06/2025,IT,Office Supplies,6532.05,Office furniture acquisition
EXP102982,14/06/2025,Operations,Salaries,123562.25,Bonus disbursement
EXP102983,14/06/2025,Sales,Salaries,110071.15,Salary adjustment expense
EXP102984,14/06/2025,HR,Travel,18544.4,International travel expense
EXP102985,14/06/2025,Operations,Consulting,60785.55,Consultancy fee
EXP102986,14/06/2025,Admin,Consulting,41761.65,Consulting project expense
EXP102987,14/06/2025,Operations,Office Supplies,6903.75,Office furniture acquisition
EXP102988,14/06/2025,Operations,Consulting,67520.25,External consultant fee
EXP102989,14/06/2025,Operations,Consulting,63824.95,Consulting project expense
EXP102990,14/06/2025,Sales,Travel,27017.55,Domestic travel cost
EXP102991,14/06/2025,HR,Travel,17670.45,International travel expense
EXP102992,14/06/2025,HR,Training,30247.7,Online course fee
EXP102993,14/06/2025,Marketing,Travel,13485.5,Domestic travel cost
EXP102994,14/06/2025,IT,Consulting,77399.35,Consultancy fee
EXP102995,14/06/2025,Operations,Consulting,56623.35,Consultancy fee
EXP102996,14/06/2025,Admin,Office Supplies,5607,Printer ink and paper
EXP102997,15/06/2025,IT,Salaries,124101.25,Monthly salary payment
EXP102998,15/06/2025,IT,Consulting,18565.75,Consultancy fee
EXP102999,15/06/2025,Admin,Office Supplies,5719.35,Printer ink and paper
EXP103000,15/06/2025,IT,Software,26909.4,IT software purchase
EXP103001,15/06/2025,Finance,Travel,19025.3,Business trip expense
EXP103002,15/06/2025,IT,Training,25339.65,Professional development training
EXP103003,15/06/2025,HR,Salaries,121418.85,Salary adjustment expense
EXP103004,15/06/2025,Admin,Travel,19969.25,Domestic travel cost
EXP103005,15/06/2025,Marketing,Salaries,84792.75,Monthly salary payment
EXP103006,15/06/2025,IT,Consulting,45662.4,Consultancy fee
EXP103007,15/06/2025,Admin,Travel,31254.65,Domestic travel cost
EXP103008,15/06/2025,HR,Consulting,32496.1,Consultancy fee
EXP103009,15/06/2025,IT,Training,26044.9,Employee training session
EXP103010,15/06/2025,Operations,Consulting,81936.4,Consultancy fee
EXP103011,15/06/2025,IT,Salaries,136633,Overtime payment
EXP103012,15/06/2025,Operations,Office Supplies,11476.15,Stationery purchase
EXP103013,15/06/2025,IT,Utilities,9342.55,Electricity bill
EXP103014,15/06/2025,Sales,Consulting,68157.25,Consultancy fee
EXP103015,15/06/2025,Operations,Consulting,57657.25,Consultancy fee
EXP103016,15/06/2025,Sales,Salaries,136071.25,Salary adjustment expense
EXP103017,15/06/2025,Sales,Office Supplies,5884.55,Office furniture acquisition
EXP103018,15/06/2025,Finance,Office Supplies,8648.5,Stationery purchase
EXP103019,15/06/2025,Marketing,Training,21297.85,Online course fee
EXP103020,15/06/2025,IT,Software,23089.5,Software license fee
EXP103021,15/06/2025,Admin,Consulting,46215.4,Consulting project expense
EXP103022,15/06/2025,Finance,Travel,28866.95,International travel expense
EXP103023,16/06/2025,IT,Software,41025.6,Cloud subscription cost
EXP103024,16/06/2025,Operations,Travel,24638.95,Business trip expense
EXP103025,16/06/2025,Admin,Travel,20663.65,International travel expense
EXP103026,16/06/2025,Admin,Salaries,99959.3,Monthly salary payment
EXP103027,16/06/2025,Marketing,Travel,27211.8,Domestic travel cost
EXP103028,16/06/2025,Finance,Travel,17809.75,International travel expense
EXP103029,16/06/2025,Marketing,Travel,14457.1,Client visit travel
EXP103030,16/06/2025,Marketing,Travel,21623.35,Business trip expense
EXP103031,16/06/2025,Operations,Utilities,22202.95,Water bill payment
EXP103032,16/06/2025,Sales,Office Supplies,10299.45,General office supplies
EXP103033,16/06/2025,Sales,Consulting,43781.5,Consultancy fee
